6427	1
6125	2
4	3
5205	4
2081	5
7717	6
1455	7
5607	8
732	9
8786	10
3571	11
2362	12
7437	13
6198	14
97	15
102	16
4111	17
4080	18
830	19
3239	20
6859	21
7887	22
55	23
440	24
3180	25
81	26
1437	27
100	28
7105	29
1114	30
6117	31
3136	32
6348	33
7914	34
7661	36
1689	37
2919	38
3959	39
3169	40
5384	41
8205	42
5025	43
524	44
452	45
105	46
6014	47
5955	48
7077	49
12	50
1181	51
2442	52
5220	53
1747	54
7294	55
2206	56
3364	57
392	58
2082	59
4138	60
3044	61
8027	62
2	63
4306	64
200	65
6651	66
4307	67
7856	68
1711	69
5845	70
4995	71
106	72
2119	73
4810	74
962	75
511	76
8365	77
5171	78
6777	79
5792	80
782	81
8782	82
7118	83
99	84
7890	85
4360	86
362	87
7258	88
4581	89
8432	90
3549	91
3699	92
3181	93
494	94
5697	95
6491	96
469	97
1	98
6053	99
4811	100
5988	101
4370	102
8369	103
1284	104
850	105
1311	106
2272	107
8564	108
2295	109
3577	110
5415	111
452	112
4692	113
6752	114
3394	115
4209	116
7912	117
878	118
4507	119
6870	120
2648	121
8452	122
5012	123
5900	124
5514	125
4292	126
2217	127
4690	128
6	129
3195	130
8565	131
7538	132
988	133
7747	134
4922	135
1628	136
66	137
583	138
5145	139
2614	140
5865	141
3357	142
3419	143
41	144
6673	145
8230	146
4476	147
2876	148
3456	149
18	150
5159	151
8108	152
4072	153
7671	154
4622	155
291	156
1845	157
170	158
1338	159
1375	160
1143	161
230	162
5372	163
4579	164
6105	165
6094	166
315	167
4300	168
958	169
7941	170
40	171
2704	172
7771	173
190	174
5140	175
3215	176
2196	177
6256	178
8153	179
7857	180
351	181
3753	182
7190	183
1933	184
1472	185
184	186
35	187
8550	188
1069	189
1648	190
1063	191
6615	192
1291	193
8648	194
4032	195
7759	196
30	197
6314	198
8012	199
6699	200
8211	201
5278	202
6225	203
7189	204
3404	205
14	206
619	207
104	208
5069	209
961	210
50	211
5883	212
8077	213
7660	214
6447	215
1535	216
1534	217
3013	218
4238	219
5825	220
139	221
1458	222
5653	223
2705	224
4718	225
3078	226
3570	227
5506	228
8502	229
103	230
8408	231
6782	232
1274	233
1676	234
8584	235
16	236
8162	237
5268	238
8667	239
6341	240
397	241
6950	242
3957	243
801	244
385	245
636	246
7055	247
2022	248
4760	249
8331	250
4899	251
5554	252
5739	253
7883	254
7458	255
3552	256
8718	257
3480	258
5761	259
735	260
7947	261
1820	262
4621	263
525	264
7738	265
7910	266
5167	267
1924	268
4213	269
1630	270
8347	271
1915	272
7104	273
2624	274
8106	275
1986	276
4758	277
3919	278
438	279
2733	280
243	281
150	282
74	283
1009	284
4464	285
6967	286
3669	287
6283	288
377	289
1645	290
3069	291
488	292
5566	293
6936	294
3233	295
1945	296
83	297
5178	298
519	299
291	300
651	301
5405	302
44	303
8275	304
6250	305
3554	306
2254	307
1182	308
27	309
3837	310
7949	311
7789	312
1166	314
5301	315
895	316
55	317
7804	318
6412	319
1097	320
201	321
2200	322
5334	323
7965	324
2345	325
7751	326
33	327
17	328
5876	329
2366	330
5852	331
2263	332
183	333
1220	334
5949	335
32	336
2745	337
7354	338
4117	339
6806	340
3590	341
6759	342
3714	343
1796	344
4744	345
3989	346
160	347
3392	348
722	349
6291	350
2073	351
88	352
4433	353
1288	354
1111	355
7697	356
6713	357
3504	358
3141	359
4271	360
209	361
8264	362
4004	363
8766	364
6319	365
5611	366
8000	367
1423	368
7733	369
2341	370
5304	371
75	372
5552	373
5491	374
6343	375
357	376
87	377
137	378
8035	379
3733	380
8747	381
3897	382
94	383
4098	384
167	385
3579	386
6963	387
8186	388
4723	389
3824	390
6542	391
20	392
139	393
163	394
3267	395
1568	396
1979	397
1417	398
5	399
2888	400
4035	401
2883	402
1464	403
3628	404
1434	405
1789	406
6088	407
7943	408
4818	409
1720	410
268	411
1053	412
6911	413
6729	414
3887	415
495	416
2070	417
901	418
436	419
3009	420
3273	421
1757	422
4797	423
3766	424
4346	425
3702	426
1880	427
6437	428
5609	429
873	430
5878	431
3807	432
8468	433
4269	434
3333	435
3049	436
6029	437
1569	438
6177	439
7679	440
2589	441
7453	442
7986	443
2976	444
6	445
7363	446
8197	447
2792	448
2608	449
7082	450
8022	451
121	453
211	454
2547	455
250	456
7799	457
2672	458
4152	459
5291	460
3592	461
7755	462
25	463
6352	464
6227	465
6881	466
42	467
5187	468
4052	469
165	470
4645	471
2	472
4959	473
6965	474
5004	475
7980	476
730	477
4446	478
838	479
77	480
7102	481
7237	482
5625	483
264	484
306	485
26	486
6284	487
8219	488
7113	489
8050	490
7228	491
3797	492
969	493
6330	494
795	495
6629	496
1124	497
3265	498
15	499
492	500
302	501
416	502
50	503
7302	504
1860	505
1254	506
4736	507
3901	508
3593	509
8757	510
1727	511
1738	512
1538	513
5861	514
2211	515
4781	516
1685	517
8148	518
52	519
4854	520
8326	521
2668	522
8217	523
6512	524
5329	525
6601	527
167	528
29	529
8725	530
3125	531
860	532
8175	533
264	534
6123	535
8579	536
7916	537
7336	538
1502	539
3440	540
2548	541
5661	542
3446	543
2187	544
6826	545
4132	546
1380	547
7251	548
2774	549
2149	550
6039	551
6977	552
3624	553
4288	554
7704	555
4159	556
968	557
2422	558
6401	559
33	560
69	561
7985	562
5893	564
8054	565
3	566
3389	567
3038	568
4176	569
5752	570
6948	571
8522	572
3844	573
27	574
4862	575
711	576
6070	577
4375	578
2567	579
6174	580
8493	581
5095	582
6289	583
8140	584
8608	585
666	586
3657	587
6623	588
7560	589
4114	590
7420	591
5851	592
2137	593
113	594
7670	595
2	596
8039	597
7632	598
2154	599
7209	600
736	601
1085	602
4945	603
3866	604
3135	605
5196	606
2701	607
2456	608
4642	609
6737	610
313	611
6998	612
5087	613
5855	614
2249	615
1938	616
2923	617
5773	618
6718	619
5886	620
6328	621
131	622
4184	623
7388	624
3771	625
5720	626
3961	627
2996	628
83	629
8097	630
6047	631
8011	632
2132	633
1197	634
2592	635
1192	636
3164	637
2376	638
5057	639
5942	640
1118	641
5633	642
8426	643
1774	644
53	645
1083	646
3569	647
5826	648
2833	649
6927	650
6980	651
5459	652
1932	653
2860	654
2666	655
6999	656
6180	657
4821	658
8666	659
798	660
515	661
6745	662
244	663
5767	664
6625	665
3058	666
3179	667
323	668
6949	669
2576	670
1802	671
8154	672
3668	673
2734	674
3803	675
5238	676
245	677
6808	678
7	679
8422	680
913	681
89	682
2190	683
3036	684
477	685
5464	686
6422	687
389	688
4689	689
2625	690
8777	691
6192	692
6788	693
4769	694
1890	695
8795	696
6255	697
4401	698
1209	699
6052	700
150	701
8620	702
6981	703
1037	704
72	705
8477	706
4357	707
6229	708
5802	709
197	710
3621	711
950	712
7162	713
4755	714
6201	715
4167	716
8034	717
400	718
5008	719
6460	720
7607	721
3691	722
272	723
2685	724
8670	725
2953	726
82	727
1189	729
7226	730
3329	731
3619	732
4084	733
502	734
4396	735
6527	736
5659	737
781	738
2695	739
6262	740
2017	741
643	742
3925	743
294	744
252	745
1086	746
8537	747
4391	748
2423	749
8769	750
7370	751
4531	752
7423	753
2920	754
1543	755
3743	756
4448	757
4085	758
178	759
5941	760
2276	761
2631	762
3519	763
3603	764
20	765
8665	766
1348	767
2011	768
3857	769
7926	770
4	771
4824	772
6964	773
3	774
4461	775
4809	776
3954	777
3746	778
8451	779
1203	780
349	781
4937	782
2895	783
5576	784
5800	785
679	786
7478	787
4828	788
447	789
5138	790
2486	791
6521	792
5212	793
179	794
203	795
1935	796
8231	797
286	798
7434	799
6935	800
66	801
4397	802
3177	803
5629	804
5425	805
19	806
8421	807
2682	808
214	809
